,testing_strategy,noise_level,mean_score,std_dev,n_reps,se,ci_lower,ci_upper
56,5_Cooperator,0.3,2.0606,0.009580028952592523,10.0,0.0030294711540549612,2.053746860129195,2.067453139870805
57,5_Cooperator,0.35,2.1070833333333328,0.010002923098152112,10.0,0.0031632020249668692,2.0999276732149994,2.114238993451666
58,5_Cooperator,0.4,2.1572222222222224,0.013725758028994563,10.0,0.004340465798396627,2.1474034064262564,2.1670410380181884
59,5_Cooperator,0.45,2.2085944444444445,0.008996038222667983,10.0,0.002844797070156381,2.202159066375324,2.215029822513565
60,6_Defector,0.0,2.5,0.0,10.0,0.0,2.5,2.5
61,6_Defector,0.05,2.628072222222222,0.011568696528520328,10.0,0.0036583430589407313,2.6197964752672616,2.6363479691771823
62,6_Defector,0.1,2.59495,0.008313039074591978,10.0,0.0026288137753689026,2.5890032100882396,2.60089678991176
63,6_Defector,0.15,2.553144444444444,0.014434070348701915,10.0,0.0045644538208998876,2.5428189325389785,2.5634699563499095
64,6_Defector,0.2,2.5082277777777775,0.011131784779320588,10.0,0.0035201794325447886,2.5002645786599147,2.5161909768956403
65,6_Defector,0.25,2.466105555555555,0.016140298168426298,10.0,0.005104010432647109,2.4545594817960605,2.4776516293150497
66,6_Defector,0.3,2.425638888888889,0.01323599371004893,10.0,0.004185588721941692,2.416170429380787,2.4351073483969907
67,6_Defector,0.35,2.3848833333333332,0.01369502853536133,10.0,0.004330748279274161,2.375086500092855,2.3946801665738113
68,6_Defector,0.4,2.3434777777777773,0.011805354391895395,10.0,0.003733180846386147,2.3350327359858953,2.3519228195696593
69,6_Defector,0.45,2.2939833333333333,0.01691133275596545,10.0,0.00534783297778633,2.2818856946568866,2.30608097200978
70,7_JaxFiveStateAgent,0.0,2.366044444444445,0.005435606331087292,10.0,0.001718889647026715,2.3621560459172675,2.369932842971622
71,7_JaxFiveStateAgent,0.05,2.304211111111111,0.007851144272799886,10.0,0.0024827498140633994,2.298594740835653,2.309827481386569
72,7_JaxFiveStateAgent,0.1,2.2648055555555553,0.01036425911201646,10.0,0.003277466505412621,2.257391411224322,2.2722196998867887
